[2024-06-24T10:25:58.221264][TIME="2024-06-24T13:55:58+03:30"][WARNING] level=warning msg="A:\\py\\pythonProjects\\testAssignment\\docker-compose.yml: `version` is obsolete"
[2024-06-24T10:26:14.868898][CAT-API][INFO] | {"@timestamp":"2024-06-24T10:26:14.82403364Z","@version":"1","message":"Initializing Spring DispatcherServlet 'dispatcherServlet'","logger_name":"org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]","thread_name":"http-nio-8080-exec-1","level":"INFO","level_value":20000,"trace_id":"f199dc355dc812c80b53f1b7e87c8670","trace_flags":"01","span_id":"5742b2df02ef3a52","instance":"0430a1544f92"}
[2024-06-24T10:30:36.110470][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:30:36.110470][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:30:36.110470][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:30:36.110470][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:30:36.110470][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:30:36.110470][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:30:36.110470][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:30:36.110999][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:30:36.110999][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:30:36.110999][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:30:36.110999][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:30:36.111593][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:30:37.261494][JAEGER][ERROR] | {"level":"warn","ts":1719225037.1701374,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:147)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_CLIENT\"}[10m])) by (service_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_CLIENT\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:37.243Z","End":"2024-06-24T10:30:37.243Z","Step":60000000000}}
[2024-06-24T10:30:37.261494][JAEGER][INFO] | {"level":"warn","ts":1719225037.1700456,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_CLIENT\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:37.243Z","End":"2024-06-24T10:30:37.243Z","Step":60000000000}}
[2024-06-24T10:30:37.268001][JAEGER][INFO] | {"level":"warn","ts":1719225037.1774194,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_CLIENT\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:37.243Z","End":"2024-06-24T10:30:37.243Z","Step":60000000000}}
[2024-06-24T10:30:37.268001][JAEGER][ERROR] | {"level":"warn","ts":1719225037.1775317,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:157)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_CLIENT\"}[10m])) by (service_name,span_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_CLIENT\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:37.243Z","End":"2024-06-24T10:30:37.243Z","Step":60000000000}}
[2024-06-24T10:30:40.530624][JAEGER][INFO] | {"level":"warn","ts":1719225040.4466383,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:40.52Z","End":"2024-06-24T10:30:40.52Z","Step":60000000000}}
[2024-06-24T10:30:40.531129][JAEGER][ERROR] | {"level":"warn","ts":1719225040.4502268,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:147)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:40.52Z","End":"2024-06-24T10:30:40.52Z","Step":60000000000}}
[2024-06-24T10:30:40.534242][JAEGER][INFO] | {"level":"warn","ts":1719225040.452291,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:40.52Z","End":"2024-06-24T10:30:40.52Z","Step":60000000000}}
[2024-06-24T10:30:40.534783][JAEGER][ERROR] | {"level":"warn","ts":1719225040.4534185,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:157)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:40.52Z","End":"2024-06-24T10:30:40.52Z","Step":60000000000}}
[2024-06-24T10:30:44.005641][JAEGER][INFO] | {"level":"warn","ts":1719225043.9446366,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_INTERNAL\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:43.994Z","End":"2024-06-24T10:30:43.994Z","Step":60000000000}}
[2024-06-24T10:30:44.011645][JAEGER][ERROR] | {"level":"warn","ts":1719225043.9462023,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:149)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_INTERNAL\"}[10m])) by (service_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_INTERNAL\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:43.994Z","End":"2024-06-24T10:30:43.994Z","Step":60000000000}}
[2024-06-24T10:30:44.013321][JAEGER][INFO] | {"level":"warn","ts":1719225043.9503284,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_INTERNAL\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:43.994Z","End":"2024-06-24T10:30:43.994Z","Step":60000000000}}
[2024-06-24T10:30:44.013321][JAEGER][ERROR] | {"level":"warn","ts":1719225043.952227,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:159)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_INTERNAL\"}[10m])) by (service_name,span_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_INTERNAL\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:43.994Z","End":"2024-06-24T10:30:43.994Z","Step":60000000000}}
[2024-06-24T10:30:49.622338][JAEGER][INFO] | {"level":"warn","ts":1719225049.6134028,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:49.616Z","End":"2024-06-24T10:30:49.616Z","Step":60000000000}}
[2024-06-24T10:30:49.628098][JAEGER][INFO] | {"level":"warn","ts":1719225049.6180263,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:49.616Z","End":"2024-06-24T10:30:49.616Z","Step":60000000000}}
[2024-06-24T10:30:49.628098][JAEGER][ERROR] | {"level":"warn","ts":1719225049.618163,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:147)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:49.616Z","End":"2024-06-24T10:30:49.616Z","Step":60000000000}}
[2024-06-24T10:30:49.629694][JAEGER][ERROR] | {"level":"warn","ts":1719225049.6214325,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:157)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:49.616Z","End":"2024-06-24T10:30:49.616Z","Step":60000000000}}
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:30:51.019Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: 2 error(s) occurred:
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:30:51.019462][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:30:51.019982][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:30:51.019982][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:30:51.019982][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:30:51.019982][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:30:51.019982][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:30:51.497904][JAEGER][INFO] | {"level":"warn","ts":1719225051.5088828,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:51.492Z","End":"2024-06-24T10:30:51.492Z","Step":60000000000}}
[2024-06-24T10:30:51.497904][JAEGER][ERROR] | {"level":"warn","ts":1719225051.509952,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:147)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name)","range":{"Start":"2024-06-24T09:30:51.492Z","End":"2024-06-24T10:30:51.492Z","Step":60000000000}}
[2024-06-24T10:30:51.502188][JAEGER][ERROR] | {"level":"warn","ts":1719225051.514336,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:157)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", status_code = \"STATUS_CODE_ERROR\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name) / sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:51.492Z","End":"2024-06-24T10:30:51.492Z","Step":60000000000}}
[2024-06-24T10:30:51.502188][JAEGER][INFO] | {"level":"warn","ts":1719225051.514415,"caller":"metricsstore/reader.go:266","msg":"Warnings detected on Prometheus query","warnings":["PromQL info: metric might not be a counter, name does not end in _total/_sum/_count/_bucket: \"calls\" (1:10)"],"query":"sum(rate(calls{service_name =~ \"cat-api\", span_kind =~ \"SPAN_KIND_SERVER\"}[10m])) by (service_name,span_name)","range":{"Start":"2024-06-24T09:30:51.492Z","End":"2024-06-24T10:30:51.492Z","Step":60000000000}}
[2024-06-24T10:31:05.543257][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:52132 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:31:05.547955][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:52132 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:31:05.552203][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:52132 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:31:05.556466][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:52132 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:31:05.560167][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:52132 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:31:05.993777][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:31:05.921Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: 2 error(s) occurred:
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:31:05.994282][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:31:20.893764][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:31:20.922Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: 10 error(s) occurred:
[2024-06-24T10:31:20.894785][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:31:20.894785][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:31:20.894891][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:31:35.866848][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:31:35.797Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: 2 error(s) occurred:
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:31:35.867439][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:31:50.800Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: 2 error(s) occurred:
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:31:50.773307][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:31:50.773811][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:32:05.744765][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:32:05.675Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: 2 error(s) occurred:
[2024-06-24T10:32:05.745268][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:32:05.745268][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:32:05.745268][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:32:05.745268][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:32:05.745268][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
